date,mkt_ret
2022-05-10,-0.000787883876075389
2022-05-11,-0.00338638649635323
2022-05-12,-0.0006377456872511924
2022-05-13,-0.013498675471664239
2022-05-16,-0.011576899779384699
2022-05-17,-0.010581596898835218
2022-05-18,-0.007977974620811854
2022-05-19,0.003198193813787493
2022-05-20,-0.007243832442880486
2022-05-23,-0.0030253004323151176
2022-05-24,0.010393826382288524
2022-05-25,-0.0028501117684914075
2022-05-26,0.0059001245477366925
2022-05-27,-0.007468941440079016
2022-05-30,-0.00164350046294104
2022-05-31,-0.00760017643928465
2022-06-01,-0.0027122646072045
2022-06-02,0.006722465099659164
2022-06-03,-0.013818563385538789
2022-06-06,0.003475389148366859
2022-06-07,0.0019018848186582232
2022-06-08,-0.004753199645574356
2022-06-09,-0.011568462835107637
2022-06-10,0.0005770360617109562
2022-06-13,-0.00423594167251042
2022-06-14,0.0018614096908376317
2022-06-15,0.00017481716418754303
2022-06-16,0.012814231130567323
2022-06-17,-0.0019148450197841943
2022-06-20,-0.00818797994097492
2022-06-21,0.0014342050796505293
2022-06-22,0.0017599734717741215
2022-06-23,0.010873500601923493
2022-06-24,0.0066808899673166285
2022-06-27,0.0028549684731960746
2022-06-28,0.011706423129756494
2022-06-29,-0.009510104434582807
2022-06-30,-0.005118012261997982
2022-07-01,-0.0074126075312441995
2022-07-04,-0.003118478425246144
2022-07-05,-0.01101348918045047
2022-07-06,0.005081207574515235
2022-07-07,-0.001777781576790187
2022-07-08,-0.011766450356021264
2022-07-11,-0.008124632649660332
2022-07-12,0.002508110779601562
2022-07-13,0.006705012543155049
2022-07-14,0.015973847133534294
2022-07-15,0.023310899728058637
2022-07-18,0.003315275466207971
2022-07-19,-0.007916304960254913
2022-07-20,-0.017056370245850473
2022-07-21,0.0021416916987506865
2022-07-22,-0.006503528762482608
2022-07-25,-0.0033228580814374828
2022-07-26,-0.004896774392478465
2022-07-27,-0.0011263270913310821
2022-07-28,0.008527841846301148
2022-07-29,0.001256388539562757
2022-08-01,-0.0012690786963095065
2022-08-02,-0.008285230022606492
2022-08-03,-0.013397463557634857
2022-08-04,-0.003890463272586647
2022-08-05,-0.00043026040654656395
2022-08-08,0.014143439308639065
2022-08-09,0.001042196171783087
2022-08-10,0.007861916088184462
2022-08-11,-0.003994364788313216
2022-08-12,-0.009479550131336197
2022-08-15,-0.007720934097858975
2022-08-16,-0.0058018085162860255
2022-08-17,0.017027757859481317
2022-08-18,-0.006571093433795089
2022-08-19,0.00670791362989076
2022-08-22,-0.0072234174246962116
2022-08-23,0.007452584102993953
2022-08-24,0.0030796077288469054
2022-08-25,-0.0012531031812647233
2022-08-26,-0.00032610020908347223
2022-08-29,-0.005238301563435123
2022-08-30,0.0035685776118566446
2022-08-31,-0.00363986784272624
2022-09-01,-0.009804846110137986
2022-09-02,-0.010223500594556954
2022-09-05,0.001380703341776956
2022-09-06,0.01263273005128348
2022-09-07,0.001279932908587506
2022-09-08,-0.0009491066088790606
2022-09-09,0.002286609116820343
2022-09-12,0.010448013933654599
2022-09-13,0.0017550600109108507
2022-09-14,-0.0032874178466698973
2022-09-15,0.008850309680479111
2022-09-16,0.003430051507692908
2022-09-19,0.012286047935967936
2022-09-20,0.0014658754977752491
2022-09-21,-0.009795752253764002
2022-09-22,-0.01094527359396532
2022-09-23,0.013207423457849997
2022-09-26,0.013789325766266377
2022-09-27,-0.0014361537062608052
2022-09-28,-0.003065498569087902
2022-09-29,0.011691554337937617
2022-09-30,-0.008856365456347904
2022-10-03,-0.007157816151646611
2022-10-04,0.0051466143575123555
2022-10-05,-0.003156840982876717
2022-10-06,-4.097493376057037e-05
2022-10-07,-0.0013075431881961006
2022-10-10,0.0027005963903914687
2022-10-11,0.011259854890509735
2022-10-12,0.0007246792552139644
2022-10-13,0.005151510346214863
2022-10-14,-0.01640137680824818
2022-10-17,-0.0003897472154409436
2022-10-18,-0.006745842162342969
2022-10-19,-0.009750504483389025
2022-10-20,-0.007025218935430007
2022-10-21,-0.0026729875256064966
2022-10-24,0.007327220338848105
2022-10-25,-0.010611141741916512
2022-10-26,0.00024505194075533955
2022-10-27,-0.003873355466668628
2022-10-28,-0.002621384754895687
2022-10-31,0.008022062602436833
2022-11-01,0.004304923496031408
2022-11-02,0.01069918485954195
2022-11-03,-0.0012360454339992038
2022-11-04,-0.005567540893365625
2022-11-07,-0.0017908705350439963
2022-11-08,0.0019399743301697727
2022-11-09,0.0014125868676296883
2022-11-10,-0.008675104577866933
2022-11-11,0.0007239182530229938
2022-11-14,0.0018258266411112411
2022-11-15,0.020139792300271363
2022-11-16,0.015014756890253361
2022-11-17,-0.006825946804470561
2022-11-18,-0.002299066892393409
2022-11-21,-0.011707536014696025
2022-11-22,-0.004725656111707892
2022-11-23,0.002524840028722724
2022-11-24,0.009646828967105869
2022-11-25,-0.005832670701948869
2022-11-28,-0.005233171520542372
2022-11-29,-0.01717831223790924
2022-11-30,-0.0013013273643592614
2022-12-01,-0.008499315294876505
2022-12-02,-0.00423551541892859
2022-12-05,-0.007014886225340706
2022-12-06,-0.0007541004340204559
2022-12-07,-0.014061827130853051
2022-12-08,-0.011736361963127925
2022-12-09,0.017033976896226384
2022-12-12,-0.010299380650192248
2022-12-13,-0.008774284627637118
2022-12-14,0.014695308226570513
2022-12-15,0.023240537353923254
2022-12-16,-0.009372533030602734
2022-12-19,-0.0029459916543042443
2022-12-20,0.0027324444075240762
2022-12-21,0.01382958115524474
2022-12-22,-0.0078948566274259
2022-12-23,-0.001962222767536878
2022-12-26,0.006218700608493952
2022-12-27,0.003478128595732949
2022-12-28,-0.0030092485698407943
2022-12-29,-0.0010705837161283291
2022-12-30,-0.010999166466959854
2023-01-02,-0.001905389951797322
2023-01-03,-0.002131099920071641
2023-01-04,0.0018573591170100478
2023-01-05,-0.0044426177505521285
2023-01-06,0.003772308180361112
2023-01-09,0.008101726542558628
2023-01-10,0.0012434346213477283
2023-01-11,0.0028140512671936276
2023-01-12,0.0004252427806229389
2023-01-13,6.751447313134434e-07
2023-01-16,-0.005772464268342779
2023-01-17,0.0025319540933864642
2023-01-18,-0.0007782927873079158
2023-01-19,0.01674534647144476
2023-01-20,0.01258683921980194
2023-01-23,0.0030867724204520063
2023-01-24,-0.0061044576775581404
2023-01-25,-0.008899291775867344
2023-01-26,0.00952914362471092
2023-01-27,0.002101993801177108
2023-01-30,0.0038411472271328868
2023-01-31,-0.01395668789579354
2023-02-01,0.007419507852465446
2023-02-02,0.0036353627057149037
2023-02-03,-0.008883445475315823
2023-02-06,-0.003772198459599592
2023-02-07,0.0021097376348521565
2023-02-08,0.00041973438684994905
2023-02-09,-0.0023373694864284402
2023-02-10,-0.0008279061445276869
2023-02-13,-0.002015819025655083
2023-02-14,0.0012205000968197486
2023-02-15,0.011771935783945257
2023-02-16,-0.02053326752745038
2023-02-17,-0.001894802116077474
2023-02-20,0.0014120993709795758
2023-02-21,0.002367951917496796
2023-02-22,-0.002975316650570319
2023-02-23,-0.01405377425982866
2023-02-24,0.0026239638697128772
2023-02-27,0.01381880171331348
2023-02-28,-0.0122708912393291
2023-03-01,0.006910624109585506
2023-03-02,-0.002628201784983151
2023-03-03,-0.0004905947666307784
2023-03-06,-0.008423188085631592
2023-03-07,-0.0026756493788470132
2023-03-08,0.010400356757591668
2023-03-09,0.0046612419359016565
2023-03-10,0.013858492843279554
2023-03-13,0.00941929511182155
2023-03-14,0.00351269343143661
2023-03-15,0.013951476209342338
2023-03-16,0.00351194526990639
2023-03-17,0.006623905414376472
2023-03-20,-0.0023725676282776668
2023-03-21,0.0005323665268736386
2023-03-22,-0.005579390586402215
2023-03-23,0.007916671476758825
2023-03-24,-0.009426428984918925
2023-03-27,0.00625880273934129
2023-03-28,-0.0015252084600412756
2023-03-29,0.009369976747738555
2023-03-30,0.006006951909850079
2023-03-31,0.014565169261174413
2023-04-03,0.005846197529109158
2023-04-04,-0.012576322045225926
2023-04-05,-0.0005356253831856067
2023-04-06,-0.009376057540758527
2023-04-07,-0.004146238738930197
2023-04-10,0.012089827466213773
2023-04-11,0.005100270487181568
2023-04-12,-0.005591443428629971
2023-04-13,-0.008109738931523192
2023-04-14,0.00026225674301008634
2023-04-17,-0.009732481195049023
2023-04-18,-0.005369122219172649
2023-04-19,0.002496075772409951
2023-04-20,0.009242496288853569
2023-04-21,0.004870091777795518
2023-04-24,-0.0183303160687848
2023-04-25,0.0024349338322420784
2023-04-26,0.0005762685858606234
2023-04-27,0.0033111222829815446
2023-04-28,0.012929677453209658
2023-05-01,-0.016505906214437944
2023-05-02,-0.004728827401528845
2023-05-03,0.004727250582346837
2023-05-04,-0.012652755195631539
2023-05-05,0.011807592384428071
2023-05-08,0.0029468529016052672
2023-05-09,0.006772671886747232
2023-05-10,-0.0045675492921743565
2023-05-11,0.006510109519729685
2023-05-12,0.008547772447912307
2023-05-15,0.0018630241610973469
2023-05-16,0.0018752071415895676
2023-05-17,0.002162745914253807
2023-05-18,-0.006906762117915054
2023-05-19,-0.0011802294419228235
